postcode,Accident_risk_index
AL8 6LJ,1.5237932239074232
AL8 6UG,1.2582139749602403
AL8 6XQ,1.6225109235800836
AL8 7DY,1.2817718401819966
AL8 7LX,1.6300169512404843
AL8 7RE,1.282734846317975
AL8 7TN,1.6408346818542532
AL8 7TQ,1.3782650589043757
AL9 5EN,1.4817618606419796
AL9 5LZ,1.237917311627928
AL9 5PD,1.4891627961343623
AL9 5RE,1.3225557652318332
AL9 5SB,1.3930367115037072
AL9 6EF,1.4969239540670394
B1 1BY,1.555086295968574
B1 1DD,1.52084814063614
B1 1FU,1.6060856143904179
B1 1NB,1.3073097313224016
B1 2AJ,1.3501262771826485
B1 3HN,1.2990849933353092
B1 3RB,1.469002471803888
B10 0BT,1.325905961165751
B10 0BW,1.2663913491625953
B10 0DP,1.4190153117616378
B10 0JJ,1.3851982928927278
B10 0NJ,1.380439188689125
B10 0QT,1.423797622615051
B10 0TZ,1.5686899874192075
B10 9LG,1.4739176047205418
B10 9NL,1.4545322178107185
B10 9RX,1.6371491130726215
B11 1AR,1.3825154365053427
B11 1LN,1.6889851202792967
B11 1ND,1.3662265145612797
B11 1NU,1.443550643286409
B11 1SP,1.6181168328128916
B11 2AB,1.3947196054940576
B11 2BX,1.3788381346888592
B11 2DF,1.3916658357551879
B11 2EX,1.3770546997863777
B11 2HA,1.4582948310507544
B11 2JH,1.2638035342014422
B11 2ND,1.4272418411106833
B11 2PN,1.2488336970042158
B11 3AA,1.3766516834118616
B11 3AX,1.342453563652919
B11 3BP,1.6944124387791917
B11 3ND,1.3833063713585438
B11 3QT,1.3536309548296195
B11 4AH,1.467206420360626
B11 4AR,1.4720999504987742
B11 4BT,1.4263491792126741
B11 4JZ,1.4982477612053913
B11 4PB,1.3969850507184687
B11 4SE,1.2915359381028753
B11 4SF,1.3800439905672617
B12 0AU,1.2959551967261318
B12 0EN,1.4437703739389356
B12 0NY,1.496517003782327
B12 0TP,1.2287068165441444
B12 0YB,1.649708983033986
B12 0YR,1.6124216346925337
B12 8AF,1.4504572048836135
B12 8DD,1.4546064752915109
B12 8ED,1.5157700373579146
B12 8EH,1.4327919807801817
B12 8HP,1.5652733653931659
B12 8UJ,1.5691491988897779
B12 9AA,1.316986404084347
B12 9PR,1.4464671191048906
B12 9RN,1.6031979146658462
B13 0AQ,1.556988560560555
B13 0BP,1.4132479090344772
B13 0EU,1.4772659702935194
B13 0PJ,1.3312381644779423
B13 0SE,1.352384732615844
B13 8JG,1.3973274907501776
B13 8LA,1.6459052783386763
B13 8LD,1.61447670647721
B13 8QB,1.260594006059042
B13 9AA,1.3214289506878512
B13 9BH,1.6910219378485893
B13 9BQ,1.4162491919207916
B13 9DB,1.4226087769623867
B13 9LF,1.504028344516845
B13 9LH,1.3973968671867825
B14,1.637533156870851
B14 4FD,1.4793252493951534
B14 4HP,1.2190306370778783
B14 4UH,1.4578992082757118
B14 5HP,1.426440945806837
B14 5QJ,1.5540680398464026
B14 5TN,1.733177447508757
B14 6AH,1.2963524767013148
B14 6EN,1.3459455775014308
B14 6EP,1.5598989858566974
B14 6PL,1.5975022160248387
B14 7AN,1.3830491396345839
B14 7JZ,1.2597233047250356
B14 7NL,1.2655313060823856
B14 7QA,1.4700821365118126
B14 7QQ,1.5940816257630717
B14 7RX,1.4757717858203754
B15 1AQ,1.5505770576202718
B15 1AY,1.3399000341479765
B15 1EL,1.3048582773845265
B15 1RX,1.5130589633266378
B15 1SL,1.5624743580193696
B15 1TH,1.591471677500191
B15 2DR,1.376077954789418
B15 2DS,1.3139420790251943
B15 2LD,1.383643033516438
B15 2PP,1.344770505508813
B15 2QJ,1.258729355254663
B15 3BH,1.3558233852891262
B15 3ED,1.4700055424696974
B15 3JQ,1.3752853878267484
B15 3TR,1.515071025681632
B15 3TT,1.3950452893762955
B16 0AA,1.5400766536742416
B16 0HG,1.2689185090398611
B16 8EQ,1.469565693052484
B16 8HS,1.4598623532225818
B16 8LS,1.393721029006563
B16 8LU,1.380341145134473
B16 8PE,1.363378084388138
B16 8UE,1.2744365584183523
B16 9EU,1.264543401220909
B16 9JD,1.5783386516296256
B16 OBB,1.2115015225862742
B17 0AT,1.3115514326980702
B17 0DA,1.4744220781262967
B17 0NT,1.5301505460688611
B17 8BL,1.6689858781244389
B17 9HE,1.4758738598522703
B17 9LR,1.3959579422268966
B17 9NE,1.313193842134977
B17 9PY,1.3576639838349813
B18 4EJ,1.5594910192676654
B18 4HB,1.4508851818228934
B18 4HF,1.5159732137024189
B18 5ST,1.5535467174669793
B18 6BX,1.4787922735761558
B18 6EU,1.5353557485703406
B18 7BH,1.2634124385428533
B18 7HD,1.3885565079240922
B18 7QU,1.2571454466973604
B19 1ES,1.6782233622899985
B19 1LL,1.237618952032567
B19 1LP,1.3423178735555708
B19 1SU,1.6632422495642034
B19 2LF,1.5223425370002912
B19 2LS,1.3286665282579555
B19 2RT,1.4226331991144676
B19 3NY,1.4098947387391583
B19 3QA,1.4165044871272474
B19 3UD,1.4358963680316121
B20 2DR,1.2775174026276852
B20 2EP,1.5400346537320906
B20 2SD,1.3326587108752612
B21 0LT,1.3870950205546575
B21 0RD,1.5618743798852623
B21 0RW,1.3726795999562131
B21 8BX,1.526236079214355
B21 8NG,1.443606784371227
B21 8NH,1.6081602007009466
B21 9LX,1.4094462753432107
B21 9LZ,1.5069893903787848
B21 9SL,1.539783496258438
B21 9SX,1.334016114806606
B23,1.4069303120486156
B23 5BU,1.422405418693492
B23 5JX,1.310914379400929
B23 5LE,1.4518479501479638
B23 5NS,1.4110120556949834
B23 5TJ,1.5853529661971926
B23 6PL,1.2851017908413767
B23 6UB,1.4714355665794416
B23 6UE,1.3230629625967927
B23 6UX,1.3175759269882044
B23 7AB,1.485242512354829
B23 7JD,1.6593779060640428
B23 7NL,1.4946938392959737
B23 7NX,1.3764682741907095
B23 7PN,1.2360531030815498
B23 7RL,1.4206573167601289
B23 7RN,1.401749728957048
B24 0AD,1.245929543781357
B24 0QF,1.3553740536890804
B24 0TE,1.3914117990691368
B24 0TF,1.536145098371579
B24 0TJ,1.2514135752369786
B24 8BZ,1.5471601434829945
B24 8DX,1.4737491694600287
B24 8NN,1.5704292827747022
B24 9PP,1.6001290078503876
B25 8DP,1.3855362724803146
B25 8DT,1.4467463929569202
B25 8FE,1.3640946286733087
B25 8HE,1.448026791867382
B25 8LL,1.2641862599779532
B25 8LX,1.395179736804539
B25 8UX,1.3946408207258847
B25 8UZ,1.4671411879947593
B25 8XE,1.2204891729965117
B26 1DD,1.459799938465385
B26 1NS,1.2200749435316067
B26 1SQ,1.427247057999593
B26 2BY,1.4725409456199614
B26 2NH,1.2332526928184786
B26 2RS,1.5368486999436455
B26 3DF,1.3110312389651235
B26 3JW,1.5000489003736328
B26 3QR,1.4347977253795328
B26 3RY,1.6294829847989585
B26 3TP,1.3273963185138393
B26 3TS,1.2698237689207281
B27 6BT,1.3399961199695127
B27 6ED,1.293954646267171
B27 6HG,1.3180382493601426
B27 6QG,1.4295239377544444
B27 6QR,1.5255086161776434
B27 6RA,1.3767419561028886
B27 7AA,1.4716505292097288
B27 7AN,1.2618139184257655
B27 7BW,1.5486335339349484
B27 7NP,1.5919103025098815
B27 7UH,1.4894111898371707
B27 7YE,1.4521451839605366
B28 0DF,1.419896355375953
B28 0DL,1.2620894843549437
B28 0EL,1.557483084346859
B28 0LN,1.7408663633011738
B28 0QX,1.483607788742757
B28 0TF,1.396831501636092
B28 8AQ,1.538337649779276
B28 8DT,1.5443296854294217
B28 8EF,1.3669105259539074
B28 8EY,1.401229508919196
B28 8EZ,1.4637322633707615
B28 8HB,1.335057537915139
B28 8HG,1.3287802337556396
B28 8JG,1.457688469643811
B28 9EE,1.2579973212012943
B28 9EQ,1.4157030285657306
B28 9HW,1.449977473250358
B28 9PG,1.38884018953671
B28 9QP,1.3984523916211633
B29 5UN,1.4784861510802052
B29 6AQ,1.5181879702637364
B29 6BJ,1.3875297663212731
B29 6HJ,1.4240628514501283
B29 6HU,1.2924273719306014
B29 6HX,1.507905137800547
B29 6HY,1.4057641570859634
B29 6JA,1.21999909548165
B29 6LJ,1.4217301899183292
B29 7EQ,1.2772329468132253
B29 7NR,1.5775732556138296
B29 7QX,1.4548854468508308
B3 1RS,1.3696045273338038
B3 1RY,1.4747209537289472
B3 2HZ,1.2864831582618386
B3 2NT,1.5867943221569722
B3 3RJ,1.5057098757377234
B30 1EY,1.2507171260274204
B30 1HF,1.6624013308467571
B30 1NS,1.5573817373400238
B30 2JL,1.485119303055052
B30 2JS,1.3961297763547456
B30 2YN,1.4825421484092791
B30 3AH,1.3806996431047471
B30 3AN,1.508094455368483
B30 3FJ,1.5072380784541457
B30 3PP,1.5255974226384652
B30 3QE,1.5052621357642182
B30 3QL,1.4154758067882185
B31 1BP,1.4220838857589182
B31 1LA,1.5070142648585845
B31 2EU,1.3594159742422702
B31 2FJ,1.4502416694847133
B31 2HY,1.3989482348125453
B31 2QD,1.4061340428320006
B31 2QU,1.3064537146983506
B31 2RE,1.3667630001931768
B31 2SU,1.3386239543836087
B31 2TQ,1.4911941283127568
B31 3EZ,1.476287505629036
B31 3NR,1.4223862630037332
B32 1AA,1.2287258550087543
B32 1AG,1.6226935760032737
B32 1NA,1.3329815548973447
B32 2RE,1.4173679149414085
B32 2SJ,1.2959711813751238
B33 0HS,1.3035183993280386
B33 0HX,1.235679349649017
B33 9HY,1.3274435544735737
B33 9RD,1.6200897188404395
B33 9RU,1.337970213273808
B33 9UF,1.3874657539240318
B34 6EA,1.4941363509997005
B34 6HQ,1.4149962118766255
B34 7EH,1.5262562726260795
B34 7HP,1.3569566096486012
B35 6AA,1.2568509744173753
B35 7AB,1.4964011650398188
B36 0JE,1.4205822443048852
B36 0LH,1.5027250768921465
B36 8HA,1.3437316082462054
B37,1.4718787319830058
B37 5PX,1.3434245013899642
B37 5QR,1.507071680637018
B37 5TB,1.383232532707643
B37 6NT,1.5324032527430411
B37 6PP,1.6021702348708418
B37 6RB,1.483248408264376
B37 6UR,1.3595807541032445
B37 7AB,1.522710540569127
B37 7TG,1.555899810650887
B38 8QB,1.2484318660594724
B38 8RS,1.2819008192794912
B38 8SD,1.334231496753523
B38 9AY,1.507001918408273
B38 9FD,1.2684225013739803
B38 9HR,1.4319850215278183
B4,1.5117024581387999
B4 6,1.4787022925462814
B4 6JU,1.263782653897466
B4 7LX,1.4585101423809175
B40 1PS,1.5781281865247587
B40 1QA,1.3541897047387164
B42,1.4927021961273081
B42 1EZ,1.3982362485492414
B42 1TG,1.49785884009946
B42 2QS,1.624865078913743
B42 2SY,1.45118440170516
B43 5BA,1.4244982464380895
B43 5TD,1.5657925546103126
B43 6BN,1.322470103895161
B43 6DU,1.5517002213975486
B43 6EA,1.418700108199853
B43 6HD,1.4235748337530896
B43 6NT,1.4828247095160478
B43 6NU,1.500293449477109
B43 6PY,1.4086601553758396
B43 6QA,1.3867419434111203
B43 7AE,1.4693330877511428
B43 7AU,1.452712239901177
B43 7EJ,1.308580449881689
B43 7JE,1.3041178517771543
B44 0AR,1.3231895873720667
B44 0BX,1.243960123750498
B44 8LR,1.501708721324625
B44 8NE,1.4509253923758838
B44 8UQ,1.4397436085159745
B44 9EB,1.4672598193320892
B44 9HN,1.3070557359778874
B45,1.5148655780376599
B45 0AJ,1.3713177392874254
B45 0JB,1.3956275956379927
B45 8BX,1.58999369865107
B45 8LX,1.4209957122004593
B45 8QY,1.5734742175895067
B45 8UU,1.4231688750932734
B45 9JT,1.361491206311113
B45 9PB,1.362721362878751
B45 9SQ,1.4089212653340937
B45 9YB,1.4589043241527184
B46 1AJ,1.4551669888012184
B46 1DA,1.615536449852848
B46 1DP,1.5859646858608294
B46 1LT,1.4263818072856855
B46 1SP,1.446811720069441
B46 2BG,1.3590978718589024
B46 2EP,1.2878234382038825
B46 2NT,1.3499299272069973
B46 3AD,1.367011951941899
B46 3AH,1.370533800244777
B46 3BB,1.509866874935893
B46 3BS,1.2269275935169914
B46 3EY,1.5793402715266247
B46 3HN,1.3535418544692674
B47 5HL,1.3929245098017178
B47 5JR,1.4155102095804653
B47 5LT,1.456612338169889
B47 6AJ,1.377483968089875
B47 6DA,1.3282389967773502
B48 7AS,1.4405824021793752
B48 7BX,1.36742051490123
B48 7DS,1.3594310721338678
B48 7DU,1.298409513734469
B48 7DX,1.465057398336586
B48 7HB,1.3866170204140855
B48 7HG,1.4706009243293376
B48 7JB,1.3739279096842496
B48 7JX,1.3452233423390039
B48 7TR,1.3240701730331244
B49 5JL,1.6012623106242334
B49 5LP,1.5692380844032885
B49 5PH,1.5027699429553505
B49 5PW,1.4836030660172839
B49 6AL,1.2799219571074516
B49 6EP,1.2662671781530648
B49 6FZ,1.58646948700244
B49 6NG,1.3933523295309733
B49 6NH,1.541034298095294
B49 6NS,1.3547891337741431
B5 5SE,1.4250929622173334
B5 6BH,1.504841842088096
B5 7AX,1.3742305312798961
B5 7EN,1.4956142238406942
B5 7LY,1.4551316796924163
B5 7RQ,1.5391033272358832
B5 7RY,1.5768951919599778
B5 7SE,1.3490738071514337
B5 7SL,1.5480240579450797
B5 7TA,1.4828744863825187
B5 7XG,1.3935263981634372
B50 4EU,1.273985149130043
B50 4PG,1.4180384051181063
B6 4DY,1.2644019173451362
B6 4EH,1.353158999957385
B6 4HG,1.2280066721738738
B6 4TF,1.3736839249603636
B6 5LX,1.3689419474864577
B6 6HJ,1.2244752688783505
B6 7AJ,1.391950006234702
B6 7AT,1.4072472565582657
B6 7AW,1.532031846878016
B6 7FG,1.4294050567550738
B6 7HG,1.4763788398805648
B6 7LA,1.3555039906464352
B60 1GD,1.2473267212220631
B60 2DF,1.5289366228887573
B60 2RA,1.3618960470298687
B60 3AA,1.523698249645113
B60 3AU,1.3576985238899715
B60 3NH,1.3549491492662682
B60 4BU,1.3186781008420974
